Name,Code,Type,Desc
FID_SBJLH,1731,C,申报记录号
FID_ZKFY,1732,C,折扣费用
FID_FHJE,1733,C,返还金额
FID_CJJJ,1734,C,成交均价
FID_DJBZJ,1735,C,冻结保证金
FID_SBGY,1736,C,申报柜员
FID_BDJE,1737,C,变动金额
FID_BCDJ,1738,C,本次冻结
FID_BDSJ,1739,C,变动时间
FID_CCSL,1740,C,持仓数量
FID_BZJBL,1741,C,保证金比例
FID_DWBZJ,1742,C,单位保证金
FID_JYSBZJBL,1743,C,交易所保证金比例
FID_JYSDWBZJ,1744,C,交易所单位保证金
FID_LJFH,1745,C,累计返还
FID_BRSXF,1746,C,本日手续费
FID_BRPCYK,1747,C,本日平仓盈亏
FID_JYSBRSXF,1748,C,交易所本日手续费
FID_JYSCCXE,1749,C,交易所持仓限额
FID_KHCCXE,1750,C,客户持仓限额
FID_SQCZBZ,1751,I,授权操作标志
FID_JSLB,1752,I,角色类别
FID_QXLB,1753,I,用户权限类别
FID_SHBZ,1754,I,审核标志
FID_AZRQ,1755,I,安装日期
FID_CPDM,1756,C,产品代码
FID_CPMC,1757,C,产品名称
FID_DFRQ,1758,I,兑付日期
FID_XLH,1759,C,序列号
FID_YXXG,1760,I,是否允许修改
FID_ZJSQRQ,1761,I,最近授权日期
FID_CWJB,1762,I,错误级别
FID_JKLB,1763,I,接口类别
FID_JKCWDM,1764,C,接口错误代码
FID_CWLY,1765,C,错误来源
FID_KSKHH,1766,C,开始客户号
FID_JSKHH,1767,C,结束客户号
FID_KYKHH,1768,C,可用客户号
FID_SJKZFS,1769,I,时间控制方式
FID_CPXM,1770,C,产品项目
FID_SJXZ_SQCZR,1771,I,授权操作人时间期限限制
FID_TBTS_SQCZR,1772,C,授权操作人特别提示
FID_ZJBH_SQCZR,1773,C,授权操作人证件编号
FID_ZJLB_SQCZR,1774,I,授权操作人证件类别
FID_JFQSRQ,1775,I,积分起始日期
FID_JGBZ,1776,I,机构帐户标志
FID_KHJF,1777,I,客户积分
FID_KHKH,1778,C,客户卡号
FID_MOBILE,1779,C,移动电话
FID_TZZFL,1780,I,投资者分类
FID_YXZZDM,1781,C,营销组织代码
FID_ZDXM,1782,C,帐单项目
FID_ZDZQ,1783,I,帐单周期
FID_ZJDLRQ,1784,I,最近登录日期
FID_SXDM,1785,C,附加属性代码
FID_LQRQ,1786,I,领取日期
FID_JGXZ,1787,I,机构性质
FID_ZJLB_FRDB,1788,I,证件类别(法人代表)
FID_ZJBH_FRDB,1789,C,证件编号(法人代表)
FID_ZCSJ,1790,I,注册时间
FID_KHJLXM,1791,C,客户经理姓名
FID_BZ1,1792,C,币种1
FID_BZ2,1793,C,币种2
FID_MBBH,1794,I,模板编号
FID_TABLE,1795,C,数据表
FID_ACT,1796,I,动作
FID_XZLB,1797,I,限制类别
FID_KHQZFW1,1798,C,客户群组范围
FID_SJYWKM,1799,C,上级业务科目
FID_LLLX,1800,I,利率类型
FID_RZJESX,1801,R,融资金额上限
FID_RQSLSX,1802,I,融券数量上限
FID_RZED,1803,R,融资额度
FID_RQED,1804,R,融券额度
FID_RZFDLL,1805,R,融资浮动利率
FID_RQFDLL,1806,R,融券浮动利率
FID_RZXYLL,1807,R,融资信用利率
FID_RQXYLL,1808,R,融券信用利率
FID_RQLL,1809,R,融券利率
FID_WYLB,1810,I,违约类别
FID_SQL,1811,C,SQL
FID_FILENAME,1812,C,文件名称
FID_FILEVERSION,1813,C,文件版本
FID_ZJLB_GDH,1814,I,股东证件类别
FID_MEMHEAD,1815,C,MEMHEAD
FID_MEMDATA,1816,C,MEMDATA
FID_MEMCOUNT,1817,C,MEMCOUNT
FID_MEMSIZE,1818,C,MEMSIZE
FID_GQZH_ZR,1819,C,转入股权帐号
FID_PCCL,1820,I,平仓策略
FID_RZXYED,1821,R,融资信用额度
FID_RQXYED,1822,R,融券信用额度
FID_RQJE,1823,R,融券金额
FID_YQSL,1824,I,余券数量
FID_RZSL,1825,I,融资数量
FID_RQSL,1826,I,融券数量
FID_RZWTSL,1827,I,融资委托数量
FID_RQWTSL,1828,I,融券委托数量
FID_RZWTJE,1829,R,融资委托金额
FID_RQWTJE,1830,R,融券委托金额
FID_RZCJSL,1831,I,融资成交数量
FID_RQCJSL,1832,I,融券成交数量
FID_RZCJJE,1833,R,融资成交金额
FID_RQCJJE,1834,R,融券成交金额
FID_YQWTSL,1835,I,余券委托数量
FID_YQCJSL,1836,I,余券成交数量
FID_HQWTSL,1837,I,还券委托数量
FID_HQCJSL,1838,I,还券成交数量
FID_RZLLXX,1839,R,融资利率下限
FID_RQLLXX,1840,R,融券利率下限
FID_RZXYJS,1841,R,融资占用利息基数
FID_RQXYJS,1842,R,融券占用利息基数
FID_RZXYLX,1843,R,融资占用利息
FID_RQXYLX,1844,R,融券占用利息
FID_RZYJLX,1845,R,融资预计利息
FID_RQYJLX,1846,R,融券预计利息
FID_FZJE,1847,R,负债金额
FID_FZSL,1848,I,负债数量
FID_MARGIN_ENABLE,1849,I,融资融券允许状态
FID_KQBZ,1850,I,开启标志
FID_KSSJ1,1851,C,开始时间1
FID_JSSJ1,1852,C,结束时间1
FID_KSSJ2,1853,C,开始时间2
FID_JSSJ2,1854,C,结束时间2
FID_WXWTFBZ,1855,I,无效委托标志
FID_MFCXCS,1856,I,免费查询次数
FID_KYXYED,1857,R,可用信用额度
FID_XYED,1858,R,信用额度
FID_RZFY,1859,R,融资费用
FID_RQFY,1860,R,融券费用
FID_BDKYZJ,1861,R,外部帐户本地可用资金
FID_SHLX,1862,R,税后利息
FID_JCFL,1863,I,基础分类
FID_YSJYBZ,1864,I,夜市交易标志
FID_YSKSSJ,1865,C,夜市开市时间
FID_YSBSSJ,1866,C,夜市闭市时间
FID_JYSSXF,1867,R,交易所手续费
FID_YJL,1868,R,佣金率
FID_YJLXX,1869,R,最低佣金率
FID_SLXX,1870,I,数量下限
FID_XMDM,1871,C,项目代码
FID_DAID,1872,I,档案ID
FID_INSINDEX,1873,C,插入索引
FID_MODINDEX,1874,C,回写索引
FID_LSHMC,1875,C,流水号名称
FID_TRANPORT,1876,I,传输服务端口
FID_DATABASE,1877,C,数据库名
FID_DUMPPATH,1878,C,DUMP文件路径
FID_DUMPTYPE,1879,I,DUMP类型
FID_DUMPNOTE,1880,C,DUMP描述名
FID_UPDATEITEM,1881,C,UPDATE的字段名
FID_IDENTITY,1882,I,是否自增列
FID_LOWPAR,1883,C,LARGE_INTEGER型的低位部分
FID_HIGHPAR,1884,C,LARGE_INTEGER型的高位部分
FID_CZYBH,1885,C,操作员编号
FID_KHDDH,1886,C,开户点代号
FID_QYLB,1887,C,股东性质
FID_TZRXM,1888,C,投资人名称
FID_TZRLB,1889,C,投资人类别
FID_JZJ,1890,I,基准价类型
FID_GDXM_OLD,1891,C,原股东姓名/单位全称
FID_QQLB,1892,C,请求类别
FID_GDJC,1893,C,股东简称
FID_GFXZ,1894,C,股份性质
FID_PGDM,1895,C,配股代码
FID_XJFSMC,1896,C,限价方式名称
FID_XJLB,1897,I,限价类别
FID_WTRQ,1898,C,委托日期
FID_DYBZ,1899,C,打印标志
FID_BZXX,1900,C,备注信息
FID_TZRMC,1901,C,股东姓名/单位全称
FID_ZJBH_OLD,1902,C,原证件编号
FID_TZRMC_OLD,1903,C,原股东姓名/单位全称
FID_SBBZ,1904,C,申报标志
FID_CLSM,1905,C,处理说明
FID_CXLB,1906,C,查询类别
FID_XWH,1907,C,席位号
FID_KHHY,1908,C,开户会员
FID_SXZ_OLD,1909,C,原属性值
FID_TZRJC,1910,C,投资人简称
FID_XB,1911,C,性别
FID_DMQZ,1912,C,代码前缀
FID_CSRQ,1913,C,出生日期
FID_MCQZ,1914,C,名称前缀
FID_FRLB,1915,C,法人类别
FID_HYDM,1916,C,行业代码
FID_JSHY,1917,C,结算会员
FID_SDSL_GR,1918,R,个人所得税率
FID_SDSL_JG,1919,R,机构所得税率
FID_SRGDH,1920,C,受让方股东号
FID_SRXWH,1921,C,受让席位号
FID_HBRQ,1922,C,回报日期
FID_YWLX,1923,C,业务类型
FID_WWMC,1924,C,外文名称
FID_TJSL,1925,C,统计数量
FID_SFJE,1926,C,收费金额
FID_DJGSSF,1927,C,登记公司收费
FID_DLJGSF,1928,C,代理机构收费
FID_SRZJBH,1929,C,受让股东证件编号
FID_SRGDXM,1930,C,受让股东姓名
FID_SRDZ,1931,C,受让方通讯地址
FID_SRDH,1932,C,受让方电话号码
FID_SRYZBM,1933,C,受让方邮政编码
FID_SRGFXZ,1934,C,受让股份性质
FID_DFXW,1935,C,对方席位号
FID_DFGDH,1936,C,对方股东号
FID_DFXZ,1937,C,对方性质
FID_QRBZ,1938,C,确认标志
FID_QQSL,1939,I,确权数量
FID_ZBQS,1940,C,主办券商代码
FID_GHSL,1941,I,过户数量
FID_DBQS,1942,C,代码券商代码
FID_GFXZSM,1943,C,股份性质说明
FID_QSLB,1944,I,券商类别
FID_QQSF_GR,1945,C,个人确权收费
FID_QQSF_JG,1946,C,机构确权收费
FID_QYZL,1947,I,权益总量
FID_ZBQSMC,1948,C,主办券商名称
FID_DYZQDM,1949,C,抵押证券代码
FID_GHTS,1950,I,购回天数
FID_JXTS,1951,I,记息天数
FID_CLEARFEE,1952,R,结算费率
FID_FXJJFL,1953,R,风险基金费率
FID_ZGFL,1954,R,证管费率
FID_QTFLXX,1955,R,其它费用下限
FID_QTFLSX,1956,R,其它费用上限
FID_CJJEQD,1957,R,成交金额起点
FID_SFQD,1958,R,收费起点
FID_FJYRBS,1959,I,非交易日标识
FID_YEAR,1960,C,年份
FID_MBLB,1961,I,模板类别
FID_ZJDS,1962,R,资金底数
FID_ZCDS,1963,R,资产底数
FID_DJYHZHS,1964,I,单户允许登记的银行帐户数
FID_FJXYXX,1965,C,附加校验信息
FID_FJYRZZBZ,1966,I,非交易日是否允许转帐
FID_PGJG,1967,R,配股价格
FID_GSKYE,1968,R,公司卡余额
FID_JCGSKYE,1969,I,是否检查公司卡余额
FID_LXCZCS,1970,I,连续冲正次数
FID_QDSJ,1971,C,签到时间
FID_QYZZBS,1972,I,是否启用转帐标识
FID_ZJQDRQ,1973,I,最近签到日期
FID_KSWTH,1974,C,开始委托号
FID_JSWTH,1975,C,结束委托号
FID_KYWTH,1976,C,可用委托号
FID_SQXQ,1977,T,申请详情
FID_SHZT,1978,I,审核状态
FID_SQGY,1979,C,申请柜员
FID_SQRQ,1980,I,申请日期
FID_SQSJ,1981,C,申请时间
FID_HKQX,1982,I,还款期限(天)
FID_MXTS,1983,I,免息天数
FID_YWSQH,1984,I,业务申请号
FID_SHRQ,1985,I,审核日期
FID_SHSJ,1986,C,审核时间
FID_YMBBH,1987,I,原模板编号
FID_XSXH,1988,I,显示序号
FID_MMTB,1989,I,密码同步标志
FID_EN_GYDM,1990,C,允许柜员代码范围
FID_KHYYB,1991,C,客户所属营业部
FID_NEWJJR,1992,C,新经纪人
FID_ZPKZBZ,1993,I,支票余额控制标志
FID_DRCKKZ,1994,I,当日存款金额控制标志
FID_XML,1995,C,XML域
FID_QYDM,1996,C,权益代码
FID_QYSL,1997,I,权益数量
FID_QYJE,1998,R,权益金额
FID_JYRBS,1999,I,交易日标识
FID_TIME_INIT,2000,C,初始化时间
FID_TIME_CLOSE,2001,C,收盘时间
FID_GQDJLSH,2002,I,股权冻结流水号
FID_LDSMJG,2003,I,漏单扫描间隔
FID_XCXZBS,2004,I,写出限制笔数
FID_EN_WTLB,2005,C,委托类别范围
FID_FXJ,2006,R,发行价
FID_GQDM,2007,C,股权代码
FID_GQLB,2008,C,股权类别
FID_GQLBMC,2009,C,股权类别名称
FID_GQMC,2010,C,股权名称
FID_GQSL,2011,I,股权数量
FID_GQZH,2012,C,股权帐号
FID_JMC_ZDCGSL,2013,I,净卖出最低持股数量
FID_KSGQZH,2014,C,开始股权帐号
FID_KYGQZH,2015,C,可用股权帐号
FID_KZSX,2016,I,控制属性
FID_SDLX,2017,I,时段类型
FID_ROWNUM,2018,I,记录行号
FID_ZDCGSL,2019,I,最低持股数量
FID_ZSBJFD,2020,R,做市期间报价幅度
FID_ZSQBJFD,2021,R,做市前报价幅度
FID_EN_GQDM,2022,C,股权代码范围
FID_EN_GQLB,2023,C,股权类别范围
FID_GZMZ,2024,R,面值
FID_FXDS,2025,R,发行底数
FID_MRED,2026,R,买入额度
FID_MCED,2027,R,卖出额度
FID_PXCS,2028,I,派息次数
FID_URL,2029,C,网址
FID_ZSR,2030,R,报告期总收入
FID_ZLR,2031,R,报告期总利润
FID_JLR,2032,R,报告期净利润
FID_MGFH,2033,R,每股分红
FID_FHHJZC,2034,R,分红后净资产
FID_MGJZC,2035,R,每股净资产
FID_PAY,2036,R,年薪
FID_DZ_OFFICE,2037,C,办公地址
FID_ZZJGDM,2038,C,组织机构代码
FID_SFJE_GR,2039,R,个人收费金额
FID_SFJE_JG,2040,R,机构收费金额
FID_KHH_YJ,2041,C,一级客户号
FID_GQZH_YJ,2042,C,一级股权帐号
FID_SXF_ZR,2043,R,转入手续费
FID_ZDHBSL,2044,C,最低合并数量
FID_ZDCFSL,2045,C,最低拆分数量
FID_RZSYLLFD,2046,R,融资使用利率浮动
FID_RQSYLLFD,2047,R,融券使用利率浮动
FID_RZEDLLFD,2048,C,融资额度利率浮动
FID_RQEDLLFD,2049,C,融券额度利率浮动
FID_ZDCXRQ,2050,I,自动撤销日期
FID_WEEK,2051,I,星期
FID_MILLISECOND,2052,I,毫秒
FID_GDSL,2053,I,股东数量
FID_CCSLXZ_JG,2054,I,机构持仓数量限制
FID_CCSLXZ_ZG,2055,I,内部职工持仓数量限制
FID_JYJS_GR_ZGG,2056,I,个人资格股交易基数
FID_JYJS_GR_TZG,2057,I,个人投资股交易基数
FID_JYJS_JG_ZGG,2058,I,机构资格股交易基数
FID_JYJS_JG_TZG,2059,I,机构投资股交易基数
FID_ZGBZ,2060,I,内部职工标志
FID_QYDJRQ,2061,I,权益登记日期
FID_KHH_ZQR,2062,C,质权人客户号
FID_GQZH_ZQR,2063,C,质权人股权帐号
FID_SXF_ZQR,2064,R,质权人手续费
FID_GFXZ_YJ,2065,I,一级代持股份性质
FID_FXJJ,2066,R,风险基金
FID_RZXYED_OLD,2067,R,原融资信用额度
FID_RQXYED_OLD,2068,R,原融券信用额度
FID_EN_JGDM,2069,C,允许操作的机构代码范围
FID_EX_JGDM,2070,C,禁止操作的机构代码范围
FID_NODEID,2071,I,交易节点编码
FID_NODENAME,2072,C,交易节点名称
FID_SEAT_SH,2073,C,上海席位
FID_SEAT_SZ,2074,C,深圳席位
FID_ADDR_IP,2075,C,IP地址
FID_ADDR_MAC,2076,C,MAC地址
FID_OID,2077,I,内部记录OID号
FID_LOG_POS,2078,I,系统日志文件位置
FID_INDEX,2079,I,索引号
FID_KSSBWTH,2080,I,起始申报委托号
FID_DZJGSX,2081,R,大宗交易价格上限
FID_DZJGXX,2082,R,大宗交易价格下限
FID_ZCJSL,2083,I,总成交数量
FID_DBWSXED,2084,R,担保物授信额度
FID_T2DJJE,2085,R,T+2冻结金额
FID_T2KYZJ,2086,R,T+2可用资金
FID_SJKZR,2087,C,实际控制人
FID_SJZB,2088,C,实缴资本
FID_QYGM,2089,C,企业规模
FID_QTZGCCSX,2090,C,全体职工持仓上限
FID_QTJGCCXX,2091,C,全体机构持仓下限
FID_SBWTH_MR,2092,C,买入申报委托号
FID_SBWTH_MC,2093,C,卖出申报委托号
FID_SBJLH_MR,2094,I,买入申报记录号
FID_SBJLH_MC,2095,I,卖出申报记录号
FID_GSZCH,2096,C,工商注册号
FID_GHF,2097,R,过户费
FID_ZGF,2098,R,证管费
FID_JSF,2099,R,结算费
FID_OFSS_JZ,2100,R,开放式基金净值
FID_JGGF,2101,R,监管规费
FID_DJJSHY,2102,C,登记结算会员
FID_BRANCHID,2103,C,券商营业部编号
FID_YXRQ_ZZJGDM,2104,I,组织机构代码证有效日期
FID_DXZCGL,2105,I,定向资产管理标识
FID_HTH_DXZCGL,2106,C,定向资产管理合同号
FID_MC_DXZCGLR,2107,C,定向资产管理人名称
FID_ZJLB_DXZCGLR,2108,I,定向资产管理人证件类别
FID_ZJBH_DXZCGLR,2109,C,定向资产管理人证件编号
FID_MC_DXZCTGR,2110,C,定向资产托管人名称
FID_ZJLB_DXZCTGR,2111,I,定向资产托管人证件类别
FID_ZJBH_DXZCTGR,2112,C,定向资产托管人证件编号
FID_EN_ZHLB,2113,C,账户类别范围
FID_WJBM,2201,C,问卷编码
FID_WJMC,2202,C,问卷名称
FID_WJHM,2203,C,问卷号码
FID_TMHM,2204,C,题目号码
FID_TMLX,2205,C,题目类型
FID_TMMS,2206,C,题目描述
FID_TMDA,2207,C,题目答案
FID_SCORE,2208,C,得分
FID_ZJYXQ,2209,C,证件有效期
FID_ZJDZYB,2210,C,证件地址邮编
FID_ZJFZJG,2211,C,证件发证机关
FID_EDZ,2212,I,二代证校验
FID_YYZZNJRQ,2213,C,营业执照年检日期
FID_JTDZ,2214,C,家庭地址
FID_JTYB,2215,C,家庭邮编
FID_QTDH,2216,C,其他电话
FID_QQ,2217,C,QQ
FID_FXQHYLB,2218,I,反洗钱行业类别
FID_XQFXDJ,2219,I,洗钱风险等级
FID_FXQSZRQ,2220,C,反洗钱设置日期
FID_HYZK,2221,C,婚姻状况
FID_JG,2222,C,籍贯
FID_MZDM,2223,I,民族代码
FID_GZDW,2224,C,工作单位
FID_GZDWDZ,2225,C,工作单位地址
FID_GZDWYB,2226,C,工作单位邮编
FID_GZDWZW,2227,C,工作单位职务
FID_GZDWDH,2228,C,工作单位电话
FID_FXCSNL,2229,I,风险承受能力
FID_FXPGRQ,2230,C,风险评估日期
FID_JJFXCSNL,2231,I,基金风险承受能力
FID_JJFXPGRQ,2232,C,基金风险评估日期
FID_GPFXCSNL,2233,I,股票风险承受能力
FID_GPFXPGRQ,2234,C,股票风险评估日期
FID_XYFXCSNL,2235,I,信用风险承受能力
FID_XYFXPGRQ,2236,C,信用风险评估日期
FID_KHKZT,2237,I,客户卡状态
FID_TBSM,2238,C,特别说明
FID_ZZSHZT,2239,I,资质审核状态
FID_GSDH,2240,C,公司电话
FID_ZCRQ,2241,C,注册日期
FID_LTGB,2242,R,上市公司流通股本
FID_ZZJGDMYXQ,2243,C,组织机构代码证有效期
FID_ZZJGDMFZJG,2244,C,组织机构代码证发证机关
FID_ZZJGDMNJRQ,2245,C,组织机构代码证年检日期
FID_SWDJZ,2246,C,税务登记证
FID_SWDJZYXQ,2247,C,税务登记证有效期
FID_SWDJZFZJG,2248,C,税务登记证发证机关
FID_SWDJZNJRQ,2249,C,税务登记证年检日期
FID_ZJYXQ_FRDB,2250,C,证件有效期(法人代表)
FID_ZJYXQ_JBR,2251,C,机构经办人证件有效期
FID_DH_JBR,2252,C,机构经办人电话
FID_MOBILE_JBR,2253,C,机构经办人移动电话
FID_XB_JBR,2254,C,机构经办人性别
FID_FWMM,2255,C,服务密码
FID_HXKH,2256,I,核新开户标志
FID_GYSX,2257,I,国有属性
FID_SSSX,2258,I,上市属性
FID_ZBSX,2259,I,资本属性
FID_KHFS,2260,I,开户方式
FID_HGDM,2300,C,回购代码
FID_HGMC,2301,C,回购名称
FID_DQLL,2302,R,到期利率
FID_TQLL,2303,R,提前终止利率
FID_ZED,2304,I,总额度
FID_ZYED,2305,I,占用额度
FID_DEBS,2306,I,大额标识
FID_TQGHSX,2307,I,提前购回上限
FID_GXRQ,2308,I,更新日期
FID_GDFJQX,2309,I,股东附加权限
FID_ZDXY,2310,I,自动续约
FID_SX1,2311,I,扩展属性
FID_SX2,2312,I,扩展属性2
FID_HGED,2313,I,回购额度
FID_YYLB,2314,I,预约类别
FID_XYTS,2315,I,续约天数
FID_TQXZBL,2316,R,提前限制比例
FID_YYTQTS,2317,I,预约提前天数
FID_XZBL,2318,R,限制比例
FID_TQYYSX,2319,I,提前预约的上限
FID_JZSJ,2320,C,截至时间
FID_SYBDBL,2321,N,收益率变动比例
FID_TQYYDBQS,2322,I,提前单笔起始
FID_TQDBSX,2323,I,提前单笔上限
FID_JESHBZ,2324,I,巨额赎回处理方式
FID_FXFFXCSNL,2325,I,发行方风险承受能力
FID_FXFFXCSNLMC,2326,C,发行方风险承受能力名称
FID_FXCSNLMC,2327,C,风险承受能力名称
FID_FXFFXJB,2328,I,发行方风险级别
FID_YYH,2329,C,预约号
FID_QYFS,2330,I,签约方式
FID_YDSQYBZ,2331,I,约定书签约标志
FID_YDBZ,2332,I,阅读标志
FID_PCLX,2333,I,评测类型
FID_CPTZQX,2334,I,产品投资期限
FID_ZRFS,2336,I,转让方式
FID_RGKSRQ,2337,C,认购开始日期
FID_RGJSRQ,2338,C,认购结束日期
FID_TZPZ,2339,I,投资品种
FID_TZQX,2340,I,投资期限
FID_SDXBZ,2341,C,适当性标志
FID_SRBS,2342,C,输入标识
FID_KHJC,2343,C,客户简称
FID_ZJQSRQ,2344,C,证件起始日期
FID_ZJJZRQ,2345,C,证件截止日期
FID_GJ,2346,C,国籍
FID_DWYB,2347,C,单位邮编
FID_DWDZ,2348,C,单位地址
FID_DWDH,2349,C,单位电话
FID_JTDH,2350,C,家庭电话
FID_FQQD,2352,C,发起渠道
FID_METHOD,2353,C,方法
FID_CZZD,2354,C,操作站点
FID_IFTBZDGS,2355,C,是否同步中登公司
FID_IFTBJJGS,2356,C,是否同步基金公司
FID_XMM,2357,C,新密码
FID_YMM,2358,C,原密码
FID_REMARK,2359,C,备注
FID_YHTMM,2360,C,一户通密码
FID_ACTION,2361,C,执行动作
FID_FQR,2362,C,发起人
FID_YXLX,2363,C,影像类型
FID_YJFS,2364,C,邮寄方式
FID_SHGDZH,2365,C,上海股东账号
FID_SZGDZH,2366,C,深圳股东账号
FID_KHQZMC,2367,C,客户群组名称
FID_KHQZSM,2368,C,客户群组说明
FID_JJGSQC,2369,C,基金公司全称
FID_YWQQCLID,2370,C,业务请求处理ID
FID_JJGSJC,2371,C,基金公司简称
FID_YDSBZ,2372,I,约定书标志
FID_GDMC,2373,C,股东名称
FID_SYXXBZ,2374,C,使用信息标志
FID_YWLSH,2375,C,业务流水号
FID_CLZT,2376,C,处理状态
FID_YWQQID,2377,C,业务请求ID
FID_SBLX,2378,C,申报类型
FID_GSXWDM,2379,C,公司行为代码
FID_QYCS,2380,C,权益次数
FID_GGBH,2381,C,公告编号
FID_YABH,2382,C,议案编号
FID_ZCSL,2383,C,赞成数量
FID_FDSL,2384,C,反对数量
FID_YWFY,2385,C,业务费用
FID_ZCYMTH,2386,C,转出一码通号
FID_BYZD,2387,C,备用字段
FID_YWLY,2388,C,业务来源
FID_ZJZP,2389,C,证件照片
FID_ZCBZ,2390,C,注册币种
FID_ZZJGDMZJDZ,2391,C,组织机构代码证证件地址
FID_EX_YWLB,2392,C,禁止操作的业务类别
FID_ERRCODE,2399,C,错误码
FID_XYMC,2400,C,协议名称
FID_ZRSY,2401,I,昨日收益
FID_YCYRS,2402,I,已参与人数
FID_KCYRS,2403,I,可参与人数
FID_CZRBM,2502,C,出质人编码
FID_CZRMC,2503,C,出质人名称
FID_ZQRBM,2504,C,质权人编码
FID_ZQRMC,2505,C,质权人名称
FID_ZYHYBH,2506,C,质押合约编号
FID_DKHYBH,2507,C,贷款合约编号
FID_DKJE,2508,C,贷款金额
FID_DKDQRQ,2509,C,贷款到期日
FID_HTDJRQ,2510,C,合同登记日期
FID_WTZT,2514,C,委托状态
FID_ZYZH,2522,C,质押帐号
FID_DJBH,2523,C,登记编号
FID_SBLSH,2524,C,申报流水号
FID_ZQMZ,2525,R,证券面值
FID_FU_HYQY,2600,R,期货合约权益
FID_FEZH,2700,C,份额账户
FID_FESL,2701,N,份额数量
FID_YXRQ_ZJ,2702,C,证件有效日期
FID_PBU,2703,C,结算单元
FID_HYBH,2704,C,结算会员
FID_ZHQC,2705,C,账户全称
FID_USERID_FH,2706,C,复核柜员
FID_JSHYHQZ,2708,C,结算资源号前缀
FID_KYJSHYH,2709,C,可用结算会员号
FID_JSHYLB,2710,C,结算会员类别
FID_JSDYXZ,2711,C,结算单元性质
FID_JSDYHQZ,2712,C,结算单元前缀
FID_KYJSDYH,2713,C,可用结算单元号
FID_FEZHQZ,2714,C,份额账号前缀
FID_KYFEZH,2715,C,可用份额账号
FID_ZJMCRQ,2717,N,最近卖出日期
FID_ZJMRRQ,2718,N,最近买入日期
FID_FEZH_ZQR,2719,C,质权人份额账户
FID_YWLBMC,2720,C,业务类别名称
FID_WBYWLB,2721,C,外部业务类别
FID_YWFL,2722,C,业务分类
FID_CPXZ,2723,I,产品性质
FID_CPXZ_ZR,2724,I,转入产品性质
FID_CPXZ_YJ,2725,I,一级代持产品性质
FID_FEZH_ZR,2726,C,转入份额账号
FID_FEZH_YJ,2727,C,一级代持份额账号
FID_ENPBU,2728,C,结算单元范围
FID_ENHYBH,2729,C,结算会员范围
FID_ENCPLX,2730,C,产品类型范围
FID_ENCPXZ,2731,C,产品性质范围
FID_CPLX,2732,C,产品类型
FID_CPFL,2733,I,产品分类
FID_CPZT,2734,I,产品状态
FID_GCMC,2735,C,过程名称
FID_RWMC,2736,C,任务名称
FID_ZXSX,2737,C,执行顺序
FID_JYMS,2738,C,交易模式
FID_CJLB,2739,C,成交类别
FID_ZFFS,2740,C,支付方式
FID_YWTH,2741,C,原委托号
FID_YSBWTH,2742,C,原申报委托号
FID_ZYH,2743,C,子用户
FID_YWQX,2744,C,业务权限
FID_DYXZ,2745,I,单元性质
FID_CJJLH,2746,C,成交记录号
FID_MBCPDM,2747,C,目标产品代码
FID_CDSL_MR,2748,I,买入撤单数量
FID_CDSL_MC,2749,I,卖出撤单数量
FID_JGLX,2752,C,机构类型
FID_EN_PBU,2753,C,扩展结算通道
FID_HYJC,2754,C,会员简称
FID_PZJG,2755,C,批准机关
FID_PZWH,2756,C,批准文号
FID_YWXKZH,2758,C,业务许可证号
FID_JJYY,2759,C,拒绝原因
FID_QRSL,2760,C,确认数量
FID_SYSL,2761,C,剩余数量
FID_ZCDJ,2801,C,资产等级
FID_GSKHLX,2802,C,公司客户类型
FID_KFYYB,2803,C,开发营业部
FID_ZJKSRQ,2804,C,证件开始日期
FID_GFXX,2805,C,规范信息
FID_FXYSXX,2806,C,风险要素信息
FID_CBLX,2807,C,成本类型
FID_LXFS,2808,C,联系方式
FID_LLPL,2809,C,联络频率
FID_ZSLX,2810,C,证书类型
FID_XYLX,2811,C,协议类型
FID_CPBZ,2812,C,产品标志
FID_XTID,2813,I,业务系统ID
FID_ZJLB_LXR,2814,I,联系人证件类别
FID_ZJBH_LXR,2815,C,联系人证件编号
FID_ZJQSR_FRDB,2816,C,法人证件起始日
FID_DH_FRDB,2817,C,法人电话
FID_ZJQSR_JBR,2818,C,经办人证件起始日
FID_ZJQSR_LXR,2819,C,联系人证件起始日
FID_ZZJGDMQSR,2820,C,组织机构代码起始日
FID_ZMWJLX,2821,C,证明文件类型
FID_ZMWJBH,2822,C,证明文件号码
FID_ZMWJQSR,2823,C,证明文件起始日
FID_ZMWJYXQ,2824,C,证明文件有效期
FID_KGGD,2825,C,控股股东
FID_ZJLB_KGGD,2826,I,控股股东证件类别
FID_ZJBH_KGGD,2827,C,控股股东证件编号
FID_ZJQSR_KGGD,2828,C,控股股东证件起始日
FID_ZJYXQ_KGGD,2829,C,控股股东证件有效期
FID_FZR,2830,C,负责人
FID_ZJLB_FZR,2831,I,负责人证件类别
FID_ZJBH_FZR,2832,C,负责人证件编号
FID_ZJQSR_FZR,2833,C,负责人证件起始日
FID_ZJYXQ_FZR,2834,C,负责人证件有效期
FID_DH_FZR,2835,C,负责人电话
FID_SWDJZQSR,2836,C,税务登记证起始日
FID_JYZTSM,2837,C,经营状态说明
FID_SSDD,2838,C,上市地点
